text,aspect,label,text_en
"La formation est solide, le programme est complet, on voit beaucoup de notions utiles et on a l’impression d’apprendre des choses sérieuses, mais dans la pratique on reste trop dans la théorie et on manque cruellement d’exemples concrets.",contenu,positive,"Die Ausbildung ist solide, das Programm vollständig, wir sehen viele nützliche Konzepte und haben den Eindruck, ernsthafte Dinge zu lernen, aber in der Praxis bleiben wir zu sehr in der Theorie und es mangelt uns schmerzlich an konkreten Beispielen."
"La formation est solide, le programme est complet, on voit beaucoup de notions utiles et on a l’impression d’apprendre des choses sérieuses, mais dans la pratique on reste trop dans la théorie et on manque cruellement d’exemples concrets.",pratique,negative,"Die Ausbildung ist solide, das Programm vollständig, wir sehen viele nützliche Konzepte und haben den Eindruck, ernsthafte Dinge zu lernen, aber in der Praxis bleiben wir zu sehr in der Theorie und es mangelt uns schmerzlich an konkreten Beispielen."
"Le service client répond rapidement, les conseillers sont polis, prennent le temps d’écouter et donnent l’impression de vouloir aider, mais au final les problèmes ne sont jamais vraiment réglés et on se retrouve à rappeler plusieurs fois.",réactivité,positive,"Der Kundenservice antwortet schnell, die Berater sind höflich, nehmen sich die Zeit, zuzuhören und machen den Eindruck, helfen zu wollen, aber am Ende werden die Probleme nie wirklich gelöst und man ruft mehrmals zurück."
"Le service client répond rapidement, les conseillers sont polis, prennent le temps d’écouter et donnent l’impression de vouloir aider, mais au final les problèmes ne sont jamais vraiment réglés et on se retrouve à rappeler plusieurs fois.",efficacité,negative,"Der Kundenservice antwortet schnell, die Berater sind höflich, nehmen sich die Zeit, zuzuhören und machen den Eindruck, helfen zu wollen, aber am Ende werden die Probleme nie wirklich gelöst und man ruft mehrmals zurück."
"L’hôtel est propre, les parties communes sont bien entretenues et l’emplacement est vraiment pratique pour visiter la ville, mais une fois dans la chambre on se rend compte que l’isolation est mauvaise et qu’on entend tout ce qui se passe autour.",propreté,positive,"Das Hotel ist sauber, die öffentlichen Bereiche sind gut gepflegt und die Lage ist wirklich praktisch, um die Stadt zu erkunden, aber sobald man im Zimmer ist, merkt man, dass die Isolierung schlecht ist und man alles hören kann, was in der Umgebung passiert."
"L’hôtel est propre, les parties communes sont bien entretenues et l’emplacement est vraiment pratique pour visiter la ville, mais une fois dans la chambre on se rend compte que l’isolation est mauvaise et qu’on entend tout ce qui se passe autour.",insonorisation,negative,"Das Hotel ist sauber, die öffentlichen Bereiche sind gut gepflegt und die Lage ist wirklich praktisch, um die Stadt zu erkunden, aber sobald man im Zimmer ist, merkt man, dass die Isolierung schlecht ist und man alles hören kann, was in der Umgebung passiert."
"Le logiciel est très complet, il propose énormément de fonctionnalités et permet de faire quasiment tout ce dont on a besoin, mais il est tellement lourd qu’il met un temps fou à démarrer et ralentit clairement le travail.",fonctionnalités,positive,"Die Software ist sehr umfassend, bietet viele Funktionen und ermöglicht fast alles, was Sie brauchen, aber sie ist so schwer, dass der Start lange dauert und die Arbeit deutlich verlangsamt."
"Le logiciel est très complet, il propose énormément de fonctionnalités et permet de faire quasiment tout ce dont on a besoin, mais il est tellement lourd qu’il met un temps fou à démarrer et ralentit clairement le travail.",performance,negative,"Die Software ist sehr umfassend, bietet viele Funktionen und ermöglicht fast alles, was Sie brauchen, aber sie ist so schwer, dass der Start lange dauert und die Arbeit deutlich verlangsamt."
"La soirée était vraiment conviviale, on a bien rigolé, l’ambiance était détendue et les gens super sympas, mais le volume de la musique était tellement fort qu’on ne s’entendait plus parler et que ça finissait par fatiguer.",ambiance,positive,"Der Abend war sehr freundlich, wir haben viel gelacht, die Atmosphäre war entspannt und die Leute waren super nett, aber die Lautstärke der Musik war so laut, dass wir uns selbst nicht mehr reden hören konnten und es am Ende anstrengend war."
"La soirée était vraiment conviviale, on a bien rigolé, l’ambiance était détendue et les gens super sympas, mais le volume de la musique était tellement fort qu’on ne s’entendait plus parler et que ça finissait par fatiguer.",bruit,negative,"Der Abend war sehr freundlich, wir haben viel gelacht, die Atmosphäre war entspannt und die Leute waren super nett, aber die Lautstärke der Musik war so laut, dass wir uns selbst nicht mehr reden hören konnten und es am Ende anstrengend war."
"Le cours en ligne est très pratique, tu peux avancer à ton rythme, revoir les vidéos quand tu veux et t’organiser comme tu l’entends, mais au bout de quelques semaines tu te rends compte que sans interactions la motivation chute rapidement.",flexibilité,positive,"Der Online-Kurs ist sehr praktisch, man kann in seinem eigenen Tempo vorankommen, sich die Videos jederzeit noch einmal ansehen und sich nach Belieben organisieren, aber nach ein paar Wochen merkt man, dass ohne Interaktionen die Motivation schnell sinkt."
"Le cours en ligne est très pratique, tu peux avancer à ton rythme, revoir les vidéos quand tu veux et t’organiser comme tu l’entends, mais au bout de quelques semaines tu te rends compte que sans interactions la motivation chute rapidement.",engagement,negative,"Der Online-Kurs ist sehr praktisch, man kann in seinem eigenen Tempo vorankommen, sich die Videos jederzeit noch einmal ansehen und sich nach Belieben organisieren, aber nach ein paar Wochen merkt man, dass ohne Interaktionen die Motivation schnell sinkt."
"Le produit est vraiment élégant, les finitions sont propres, le design est moderne et donne envie de l’utiliser, mais à l’usage on sent qu’il n’est pas très robuste et qu’il risque de s’abîmer rapidement.",design,positive,"Das Produkt ist wirklich elegant, die Oberflächen sind sauber, das Design ist modern und macht Lust, es zu benutzen, aber im Gebrauch hat man das Gefühl, dass es nicht sehr robust ist und schnell beschädigt werden kann."
"Le produit est vraiment élégant, les finitions sont propres, le design est moderne et donne envie de l’utiliser, mais à l’usage on sent qu’il n’est pas très robuste et qu’il risque de s’abîmer rapidement.",durabilité,negative,"Das Produkt ist wirklich elegant, die Oberflächen sind sauber, das Design ist modern und macht Lust, es zu benutzen, aber im Gebrauch hat man das Gefühl, dass es nicht sehr robust ist und schnell beschädigt werden kann."
"Le quartier est paisible, il y a beaucoup d’espaces verts, on s’y sent bien pour vivre au quotidien et se reposer, mais dès qu’il faut se déplacer on se rend compte que les transports sont mal organisés et peu fréquents.",environnement,positive,"Die Nachbarschaft ist friedlich, es gibt viele Grünflächen, man fühlt sich gut für den Alltag und die Erholung an, aber sobald man sich bewegen muss, merkt man, dass die Verkehrsmittel schlecht organisiert und selten sind."
"Le quartier est paisible, il y a beaucoup d’espaces verts, on s’y sent bien pour vivre au quotidien et se reposer, mais dès qu’il faut se déplacer on se rend compte que les transports sont mal organisés et peu fréquents.",transports,negative,"Die Nachbarschaft ist friedlich, es gibt viele Grünflächen, man fühlt sich gut für den Alltag und die Erholung an, aber sobald man sich bewegen muss, merkt man, dass die Verkehrsmittel schlecht organisiert und selten sind."
"Le stage est très formateur, on touche à des projets concrets, on apprend énormément sur le terrain et on sent que ça apporte une vraie expérience, mais il n’y a quasiment pas d’encadrement et on est souvent livré à soi-même.",apprentissage,positive,"Das Praktikum ist sehr lehrreich, wir arbeiten an konkreten Projekten, wir lernen viel in der Praxis und haben das Gefühl, dass es echte Erfahrungen vermittelt, aber es gibt fast keine Betreuung und wir sind oft auf uns allein gestellt."
"Le stage est très formateur, on touche à des projets concrets, on apprend énormément sur le terrain et on sent que ça apporte une vraie expérience, mais il n’y a quasiment pas d’encadrement et on est souvent livré à soi-même.",encadrement,negative,"Das Praktikum ist sehr lehrreich, wir arbeiten an konkreten Projekten, wir lernen viel in der Praxis und haben das Gefühl, dass es echte Erfahrungen vermittelt, aber es gibt fast keine Betreuung und wir sind oft auf uns allein gestellt."
"Le jeu est vraiment immersif, les graphismes sont beaux, l’univers est cohérent et on a envie d’y passer du temps, mais après quelques heures on se rend compte que les missions se ressemblent et que la répétition devient lassante.",graphismes,positive,"Das Spiel ist wirklich immersiv, die Grafik ist wunderschön, das Universum ist stimmig und man möchte dort Zeit verbringen, aber nach ein paar Stunden merkt man, dass die Missionen ähnlich sind und die Wiederholungen langweilig werden."
"Le jeu est vraiment immersif, les graphismes sont beaux, l’univers est cohérent et on a envie d’y passer du temps, mais après quelques heures on se rend compte que les missions se ressemblent et que la répétition devient lassante.",variété,negative,"Das Spiel ist wirklich immersiv, die Grafik ist wunderschön, das Universum ist stimmig und man möchte dort Zeit verbringen, aber nach ein paar Stunden merkt man, dass die Missionen ähnlich sind und die Wiederholungen langweilig werden."
"Le café est excellent, les arômes sont riches, l’endroit est cosy et on a envie d’y rester pour discuter ou travailler, mais les prix sont tellement élevés que ça devient difficile d’y aller régulièrement.",qualité,positive,"Der Kaffee ist ausgezeichnet, die Aromen sind reichhaltig, der Ort ist gemütlich und man möchte dort bleiben, um sich zu unterhalten oder zu arbeiten, aber die Preise sind so hoch, dass es schwierig wird, regelmäßig dorthin zu gehen."
"Le café est excellent, les arômes sont riches, l’endroit est cosy et on a envie d’y rester pour discuter ou travailler, mais les prix sont tellement élevés que ça devient difficile d’y aller régulièrement.",prix,negative,"Der Kaffee ist ausgezeichnet, die Aromen sind reichhaltig, der Ort ist gemütlich und man möchte dort bleiben, um sich zu unterhalten oder zu arbeiten, aber die Preise sind so hoch, dass es schwierig wird, regelmäßig dorthin zu gehen."
"Le débat était intéressant, les intervenants avaient de vrais arguments et ça donnait matière à réflexion, mais l’absence de modération faisait que certains parlaient trop longtemps et que le sujet partait souvent dans tous les sens.",contenu,positive,"Die Debatte war interessant, die Redner hatten echte Argumente und gaben Anlass zum Nachdenken, aber die mangelnde Moderation führte dazu, dass einige zu lange sprachen und das Thema oft in alle Richtungen ging."
"Le débat était intéressant, les intervenants avaient de vrais arguments et ça donnait matière à réflexion, mais l’absence de modération faisait que certains parlaient trop longtemps et que le sujet partait souvent dans tous les sens.",modération,negative,"Die Debatte war interessant, die Redner hatten echte Argumente und gaben Anlass zum Nachdenken, aber die mangelnde Moderation führte dazu, dass einige zu lange sprachen und das Thema oft in alle Richtungen ging."
"La plateforme est vraiment utile, elle centralise tout, permet de gagner du temps et d’éviter beaucoup de tâches répétitives, mais dès qu’il y a un peu trop de monde connecté elle devient lente et peu réactive.",utilité,positive,"Die Plattform ist wirklich nützlich, sie zentralisiert alles, spart Zeit und vermeidet viele sich wiederholende Aufgaben, aber sobald ein paar Leute zu viel verbunden sind, wird sie langsam und reagiert nicht mehr sehr schnell."
"La plateforme est vraiment utile, elle centralise tout, permet de gagner du temps et d’éviter beaucoup de tâches répétitives, mais dès qu’il y a un peu trop de monde connecté elle devient lente et peu réactive.",performance,negative,"Die Plattform ist wirklich nützlich, sie zentralisiert alles, spart Zeit und vermeidet viele sich wiederholende Aufgaben, aber sobald ein paar Leute zu viel verbunden sind, wird sie langsam und reagiert nicht mehr sehr schnell."
"Le voyage était dépaysant, on a vu des paysages incroyables, découvert une autre culture et vécu des moments mémorables, mais le rythme était tellement intense qu’on est rentrés complètement épuisés.",expérience,positive,"Die Reise war exotisch, wir sahen unglaubliche Landschaften, entdeckten eine andere Kultur und erlebten unvergessliche Momente, aber das Tempo war so hoch, dass wir völlig erschöpft zurückkehrten."
"Le voyage était dépaysant, on a vu des paysages incroyables, découvert une autre culture et vécu des moments mémorables, mais le rythme était tellement intense qu’on est rentrés complètement épuisés.",fatigue,negative,"Die Reise war exotisch, wir sahen unglaubliche Landschaften, entdeckten eine andere Kultur und erlebten unvergessliche Momente, aber das Tempo war so hoch, dass wir völlig erschöpft zurückkehrten."
"Le livre est bien écrit, le style est fluide, certaines idées sont vraiment originales et on se laisse facilement porter par la narration, mais il y a beaucoup de passages trop longs qui cassent le rythme.",style,positive,"Das Buch ist gut geschrieben, der Stil ist flüssig, einige Ideen sind wirklich originell und wir lassen uns leicht von der Erzählung mitreißen, aber es gibt viele Passagen, die zu lang sind und den Rhythmus stören."
"Le livre est bien écrit, le style est fluide, certaines idées sont vraiment originales et on se laisse facilement porter par la narration, mais il y a beaucoup de passages trop longs qui cassent le rythme.",rythme,negative,"Das Buch ist gut geschrieben, der Stil ist flüssig, einige Ideen sind wirklich originell und wir lassen uns leicht von der Erzählung mitreißen, aber es gibt viele Passagen, die zu lang sind und den Rhythmus stören."
"Le service est rapide, les démarches sont simples, on obtient une réponse sans attendre des heures et tout semble bien huilé, mais le contact est tellement impersonnel qu’on a l’impression d’être juste un numéro.",rapidité,positive,"Der Service ist schnell, die Abläufe einfach, man erhält eine Antwort ohne stundenlanges Warten und alles scheint gut zu funktionieren, aber der Kontakt ist so unpersönlich, dass man das Gefühl hat, nur eine Nummer zu sein."
"Le service est rapide, les démarches sont simples, on obtient une réponse sans attendre des heures et tout semble bien huilé, mais le contact est tellement impersonnel qu’on a l’impression d’être juste un numéro.",relation client,negative,"Der Service ist schnell, die Abläufe einfach, man erhält eine Antwort ohne stundenlanges Warten und alles scheint gut zu funktionieren, aber der Kontakt ist so unpersönlich, dass man das Gefühl hat, nur eine Nummer zu sein."
"Le concert était intense, l’énergie du public était incroyable, on a vraiment vécu un moment fort et unique, mais la qualité du son était inégale et parfois on ne comprenait même plus les paroles.",ambiance,positive,"Das Konzert war intensiv, die Energie des Publikums war unglaublich, wir erlebten wirklich einen starken und einzigartigen Moment, aber die Tonqualität war ungleichmäßig und manchmal verstanden wir nicht einmal die Worte."
"Le concert était intense, l’énergie du public était incroyable, on a vraiment vécu un moment fort et unique, mais la qualité du son était inégale et parfois on ne comprenait même plus les paroles.",son,negative,"Das Konzert war intensiv, die Energie des Publikums war unglaublich, wir erlebten wirklich einen starken und einzigartigen Moment, aber die Tonqualität war ungleichmäßig und manchmal verstanden wir nicht einmal die Worte."
"Le produit est simple à utiliser, même sans notice on comprend vite comment ça fonctionne et c’est accessible à tout le monde, mais au moindre choc on sent qu’il est fragile et qu’il ne tiendra pas dans le temps.",simplicité,positive,"Das Produkt ist einfach zu verwenden, auch ohne Anleitung verstehen wir schnell, wie es funktioniert und es ist für jedermann zugänglich, aber bei der kleinsten Erschütterung haben wir das Gefühl, dass es zerbrechlich ist und nicht lange hält."
"Le produit est simple à utiliser, même sans notice on comprend vite comment ça fonctionne et c’est accessible à tout le monde, mais au moindre choc on sent qu’il est fragile et qu’il ne tiendra pas dans le temps.",solidité,negative,"Das Produkt ist einfach zu verwenden, auch ohne Anleitung verstehen wir schnell, wie es funktioniert und es ist für jedermann zugänglich, aber bei der kleinsten Erschütterung haben wir das Gefühl, dass es zerbrechlich ist und nicht lange hält."
"Le travail est intéressant, on touche à des sujets variés, on ne s’ennuie pas et on a le sentiment d’apprendre des choses utiles, mais malgré tout la reconnaissance est faible et les efforts ne sont pas vraiment valorisés.",intérêt,positive,"Die Arbeit ist interessant, wir berühren vielfältige Themen, langweilen uns nicht und haben das Gefühl, nützliche Dinge zu lernen, aber trotz allem ist die Anerkennung gering und die Anstrengungen werden nicht wirklich gewürdigt."
"Le travail est intéressant, on touche à des sujets variés, on ne s’ennuie pas et on a le sentiment d’apprendre des choses utiles, mais malgré tout la reconnaissance est faible et les efforts ne sont pas vraiment valorisés.",reconnaissance,negative,"Die Arbeit ist interessant, wir berühren vielfältige Themen, langweilen uns nicht und haben das Gefühl, nützliche Dinge zu lernen, aber trotz allem ist die Anerkennung gering und die Anstrengungen werden nicht wirklich gewürdigt."
"Le film est visuellement superbe, la réalisation est soignée, certaines scènes sont vraiment marquantes et esthétiques, mais l’histoire manque de profondeur et on a du mal à s’attacher aux personnages.",visuel,positive,"Der Film ist visuell großartig, die Produktion ist sorgfältig, einige Szenen sind wirklich beeindruckend und ästhetisch, aber der Geschichte fehlt es an Tiefe und es ist schwierig, sich an die Charaktere zu binden."
"Le film est visuellement superbe, la réalisation est soignée, certaines scènes sont vraiment marquantes et esthétiques, mais l’histoire manque de profondeur et on a du mal à s’attacher aux personnages.",scénario,negative,"Der Film ist visuell großartig, die Produktion ist sorgfältig, einige Szenen sind wirklich beeindruckend und ästhetisch, aber der Geschichte fehlt es an Tiefe und es ist schwierig, sich an die Charaktere zu binden."
"Le site est clair, les informations sont bien présentées, on trouve rapidement ce qu’on cherche et la navigation est agréable, mais les temps de chargement sont tellement longs que ça devient frustrant.",lisibilité,positive,"Die Seite ist übersichtlich, die Informationen sind gut aufbereitet, man findet schnell, was man sucht und die Navigation ist angenehm, allerdings sind die Ladezeiten so lang, dass es frustrierend wird."
"Le site est clair, les informations sont bien présentées, on trouve rapidement ce qu’on cherche et la navigation est agréable, mais les temps de chargement sont tellement longs que ça devient frustrant.",chargement,negative,"Die Seite ist übersichtlich, die Informationen sind gut aufbereitet, man findet schnell, was man sucht und die Navigation ist angenehm, allerdings sind die Ladezeiten so lang, dass es frustrierend wird."
"Le cours est structuré, logique, on comprend bien la progression et chaque notion s’enchaîne naturellement, mais le rythme est tellement lent que l’on finit parfois par décrocher.",organisation,positive,"Der Kurs ist strukturiert und logisch, wir verstehen den Ablauf gut und jedes Konzept fließt auf natürliche Weise ab, aber das Tempo ist so langsam, dass wir manchmal den Kurs abbrechen."
"Le cours est structuré, logique, on comprend bien la progression et chaque notion s’enchaîne naturellement, mais le rythme est tellement lent que l’on finit parfois par décrocher.",rythme,negative,"Der Kurs ist strukturiert und logisch, wir verstehen den Ablauf gut und jedes Konzept fließt auf natürliche Weise ab, aber das Tempo ist so langsam, dass wir manchmal den Kurs abbrechen."
"Le service est accueillant, les employés sont souriants, prennent le temps d’expliquer et donnent une bonne première impression, mais derrière l’organisation est chaotique et les erreurs sont fréquentes.",accueil,positive,"Der Service ist freundlich, die Mitarbeiter lächeln, nehmen sich Zeit für Erklärungen und hinterlassen einen guten ersten Eindruck, aber hinter den Kulissen ist die Organisation chaotisch und es passieren häufig Fehler."
"Le service est accueillant, les employés sont souriants, prennent le temps d’expliquer et donnent une bonne première impression, mais derrière l’organisation est chaotique et les erreurs sont fréquentes.",organisation,negative,"Der Service ist freundlich, die Mitarbeiter lächeln, nehmen sich Zeit für Erklärungen und hinterlassen einen guten ersten Eindruck, aber hinter den Kulissen ist die Organisation chaotisch und es passieren häufig Fehler."
"Le projet est ambitieux, il rassemble les équipes autour d’une vision commune, donne envie de s’investir et de construire quelque chose de solide, mais le financement est insuffisant et met tout en difficulté.",ambition,positive,"Das Projekt ist ehrgeizig, es bringt die Teams um eine gemeinsame Vision herum zusammen, weckt den Wunsch, zu investieren und etwas Solides aufzubauen, aber die Finanzierung reicht nicht aus und bringt alles in Schwierigkeiten."
"Le projet est ambitieux, il rassemble les équipes autour d’une vision commune, donne envie de s’investir et de construire quelque chose de solide, mais le financement est insuffisant et met tout en difficulté.",financement,negative,"Das Projekt ist ehrgeizig, es bringt die Teams um eine gemeinsame Vision herum zusammen, weckt den Wunsch, zu investieren und etwas Solides aufzubauen, aber die Finanzierung reicht nicht aus und bringt alles in Schwierigkeiten."
"La ville est dynamique, il y a toujours des événements, des expositions, des concerts et une vraie vie culturelle, mais au quotidien le bruit et le stress rendent la vie parfois pesante.",culture,positive,"Die Stadt ist dynamisch, es gibt immer Veranstaltungen, Ausstellungen, Konzerte und ein echtes Kulturleben, aber im Alltag machen Lärm und Stress das Leben manchmal schwer."
"La ville est dynamique, il y a toujours des événements, des expositions, des concerts et une vraie vie culturelle, mais au quotidien le bruit et le stress rendent la vie parfois pesante.",stress,negative,"Die Stadt ist dynamisch, es gibt immer Veranstaltungen, Ausstellungen, Konzerte und ein echtes Kulturleben, aber im Alltag machen Lärm und Stress das Leben manchmal schwer."
"Le restaurant est chaleureux, l’accueil est agréable, on se sent tout de suite à l’aise et l’ambiance est conviviale, mais le service est tellement lent que le repas finit par s’éterniser.",ambiance,positive,"Das Restaurant ist herzlich, der Empfang freundlich, man fühlt sich sofort wohl und die Atmosphäre ist freundlich, aber der Service ist so langsam, dass sich das Essen in die Länge zieht."
"Le restaurant est chaleureux, l’accueil est agréable, on se sent tout de suite à l’aise et l’ambiance est conviviale, mais le service est tellement lent que le repas finit par s’éterniser.",service,negative,"Das Restaurant ist herzlich, der Empfang freundlich, man fühlt sich sofort wohl und die Atmosphäre ist freundlich, aber der Service ist so langsam, dass sich das Essen in die Länge zieht."
"L’application est fluide, moderne, agréable à utiliser et donne vraiment l’impression d’un produit bien conçu, mais on sent qu’elle manque de sécurité et qu’elle n’est pas totalement fiable sur ce point.",ergonomie,positive,"Die Anwendung ist flüssig, modern, angenehm zu bedienen und macht wirklich den Eindruck eines gut gestalteten Produkts, wir sind jedoch der Meinung, dass es ihr an Sicherheit mangelt und sie in diesem Punkt nicht völlig zuverlässig ist."
"L’application est fluide, moderne, agréable à utiliser et donne vraiment l’impression d’un produit bien conçu, mais on sent qu’elle manque de sécurité et qu’elle n’est pas totalement fiable sur ce point.",sécurité,negative,"Die Anwendung ist flüssig, modern, angenehm zu bedienen und macht wirklich den Eindruck eines gut gestalteten Produkts, wir sind jedoch der Meinung, dass es ihr an Sicherheit mangelt und sie in diesem Punkt nicht völlig zuverlässig ist."
